0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|1|(null)|(null)
421|690426|10.32.202.30|678686_10.34.215.21|11113|GigabitEthernet3/0/13|GigabitEthernet3/0/13@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:8d|SwitchPort|1|2|1|1899-12-31|2199-12-31
422|690427|10.32.202.30|678686_10.34.215.21|11114|GigabitEthernet3/0/14|GigabitEthernet3/0/14@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:8e|SwitchPort|1|2|1|1899-12-31|2199-12-31
423|690428|10.32.202.30|678686_10.34.215.21|11115|GigabitEthernet3/0/15|GigabitEthernet3/0/15@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:8f|SwitchPort|1|2|1|1899-12-31|2199-12-31
424|690429|10.32.202.30|678686_10.34.215.21|11116|GigabitEthernet3/0/16|GigabitEthernet3/0/16@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:90|SwitchPort|1|2|1|1899-12-31|2199-12-31
425|690430|10.32.202.30|678686_10.34.215.21|11117|GigabitEthernet3/0/17|GigabitEthernet3/0/17@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:91|SwitchPort|1|2|1|1899-12-31|2199-12-31
426|690431|10.32.202.30|678686_10.34.215.21|11118|GigabitEthernet3/0/18|GigabitEthernet3/0/18@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:92|SwitchPort|1|2|1|1899-12-31|2199-12-31
427|690432|10.32.202.30|678686_10.34.215.21|11119|GigabitEthernet3/0/19|GigabitEthernet3/0/19@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:93|SwitchPort|1|2|1|1899-12-31|2199-12-31
428|690433|10.32.202.30|678686_10.34.215.21|11120|GigabitEthernet3/0/20|GigabitEthernet3/0/20@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:94|SwitchPort|1|2|1|1899-12-31|2199-12-31
429|690434|10.32.202.30|678686_10.34.215.21|11121|GigabitEthernet3/0/21|GigabitEthernet3/0/21@sjc22-21a-access1|Unknown|1000000000|6|8c:b6:4f:1f:03:95|SwitchPort|1|1|1|1899-12-31|2199-12-31
430|690435|10.32.202.30|678686_10.34.215.21|11122|GigabitEthernet3/0/22|GigabitEthernet3/0/22@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:96|SwitchPort|1|2|1|1899-12-31|2199-12-31
431|690436|10.32.202.30|678686_10.34.215.21|11123|GigabitEthernet3/0/23|GigabitEthernet3/0/23@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:97|SwitchPort|1|2|1|1899-12-31|2199-12-31
432|690437|10.32.202.30|678686_10.34.215.21|11124|GigabitEthernet3/0/24|GigabitEthernet3/0/24@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:98|SwitchPort|1|2|1|1899-12-31|2199-12-31
433|690438|10.32.202.30|678686_10.34.215.21|11125|GigabitEthernet3/0/25|GigabitEthernet3/0/25@sjc22-21a-access1|Unknown|1000000000|6|8c:b6:4f:1f:03:99|SwitchPort|1|1|1|1899-12-31|2199-12-31
434|690439|10.32.202.30|678686_10.34.215.21|11126|GigabitEthernet3/0/26|GigabitEthernet3/0/26@sjc22-21a-access1|Unknown|100000000|6|8c:b6:4f:1f:03:9a|SwitchPort|1|1|1|1899-12-31|2199-12-31
435|690440|10.32.202.30|678686_10.34.215.21|11127|GigabitEthernet3/0/27|GigabitEthernet3/0/27@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:9b|SwitchPort|1|2|1|1899-12-31|2199-12-31
436|690441|10.32.202.30|678686_10.34.215.21|11128|GigabitEthernet3/0/28|GigabitEthernet3/0/28@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:9c|SwitchPort|1|2|1|1899-12-31|2199-12-31
437|690442|10.32.202.30|678686_10.34.215.21|11129|GigabitEthernet3/0/29|GigabitEthernet3/0/29@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:9d|SwitchPort|1|2|1|1899-12-31|2199-12-31
438|690443|10.32.202.30|678686_10.34.215.21|11130|GigabitEthernet3/0/30|GigabitEthernet3/0/30@sjc22-21a-access1|Unknown|100000000|6|8c:b6:4f:1f:03:9e|SwitchPort|1|1|1|1899-12-31|2199-12-31
439|690444|10.32.202.30|678686_10.34.215.21|11131|GigabitEthernet3/0/31|GigabitEthernet3/0/31@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:9f|SwitchPort|1|2|1|1899-12-31|2199-12-31
440|690445|10.32.202.30|678686_10.34.215.21|11132|GigabitEthernet3/0/32|GigabitEthernet3/0/32@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a0|SwitchPort|1|2|1|1899-12-31|2199-12-31
441|690446|10.32.202.30|678686_10.34.215.21|11133|GigabitEthernet3/0/33|GigabitEthernet3/0/33@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a1|SwitchPort|1|2|1|1899-12-31|2199-12-31
442|690447|10.32.202.30|678686_10.34.215.21|11134|GigabitEthernet3/0/34|GigabitEthernet3/0/34@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a2|SwitchPort|1|2|1|1899-12-31|2199-12-31
443|690448|10.32.202.30|678686_10.34.215.21|11135|GigabitEthernet3/0/35|GigabitEthernet3/0/35@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a3|SwitchPort|1|2|1|1899-12-31|2199-12-31
444|690449|10.32.202.30|678686_10.34.215.21|11136|GigabitEthernet3/0/36|GigabitEthernet3/0/36@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a4|SwitchPort|1|2|1|1899-12-31|2199-12-31
445|690450|10.32.202.30|678686_10.34.215.21|11137|GigabitEthernet3/0/37|GigabitEthernet3/0/37@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a5|SwitchPort|1|2|1|1899-12-31|2199-12-31
446|690451|10.32.202.30|678686_10.34.215.21|11138|GigabitEthernet3/0/38|GigabitEthernet3/0/38@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a6|SwitchPort|1|2|1|1899-12-31|2199-12-31
447|690452|10.32.202.30|678686_10.34.215.21|11139|GigabitEthernet3/0/39|GigabitEthernet3/0/39@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a7|SwitchPort|1|2|1|1899-12-31|2199-12-31
448|690453|10.32.202.30|678686_10.34.215.21|11140|GigabitEthernet3/0/40|GigabitEthernet3/0/40@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a8|SwitchPort|1|2|1|1899-12-31|2199-12-31
449|690454|10.32.202.30|678686_10.34.215.21|11141|GigabitEthernet3/0/41|GigabitEthernet3/0/41@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:a9|SwitchPort|1|2|1|1899-12-31|2199-12-31
450|690455|10.32.202.30|678686_10.34.215.21|11142|GigabitEthernet3/0/42|GigabitEthernet3/0/42@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:aa|SwitchPort|1|2|1|1899-12-31|2199-12-31
451|690456|10.32.202.30|678686_10.34.215.21|11143|GigabitEthernet3/0/43|GigabitEthernet3/0/43@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:ab|SwitchPort|1|2|1|1899-12-31|2199-12-31
452|690457|10.32.202.30|678686_10.34.215.21|11144|GigabitEthernet3/0/44|GigabitEthernet3/0/44@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:ac|SwitchPort|1|2|1|1899-12-31|2199-12-31
453|690458|10.32.202.30|678686_10.34.215.21|11145|GigabitEthernet3/0/45|GigabitEthernet3/0/45@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:ad|SwitchPort|1|2|1|1899-12-31|2199-12-31
454|690459|10.32.202.30|678686_10.34.215.21|11146|GigabitEthernet3/0/46|GigabitEthernet3/0/46@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:ae|SwitchPort|1|2|1|1899-12-31|2199-12-31
455|690460|10.32.202.30|678686_10.34.215.21|11147|GigabitEthernet3/0/47|GigabitEthernet3/0/47@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:af|SwitchPort|1|2|1|1899-12-31|2199-12-31
456|690461|10.32.202.30|678686_10.34.215.21|11148|GigabitEthernet3/0/48|GigabitEthernet3/0/48@sjc22-21a-access1|Unknown|10000000|6|8c:b6:4f:1f:03:b0|SwitchPort|1|2|1|1899-12-31|2199-12-31
457|690462|10.32.202.30|678686_10.34.215.21|11601|GigabitEthernet4/0/1|GigabitEthernet4/0/1@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:81|SwitchPort|1|2|1|1899-12-31|2199-12-31
458|690463|10.32.202.30|678686_10.34.215.21|11602|GigabitEthernet4/0/2|GigabitEthernet4/0/2@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:82|SwitchPort|1|2|1|1899-12-31|2199-12-31
459|690464|10.32.202.30|678686_10.34.215.21|11603|GigabitEthernet4/0/3|GigabitEthernet4/0/3@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:83|SwitchPort|1|2|1|1899-12-31|2199-12-31
460|690465|10.32.202.30|678686_10.34.215.21|11604|GigabitEthernet4/0/4|GigabitEthernet4/0/4@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:84|SwitchPort|1|2|1|1899-12-31|2199-12-31
461|690466|10.32.202.30|678686_10.34.215.21|11605|GigabitEthernet4/0/5|GigabitEthernet4/0/5@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:85|SwitchPort|1|2|1|1899-12-31|2199-12-31
462|690467|10.32.202.30|678686_10.34.215.21|11606|GigabitEthernet4/0/6|GigabitEthernet4/0/6@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:86|SwitchPort|1|2|1|1899-12-31|2199-12-31
463|690468|10.32.202.30|678686_10.34.215.21|11607|GigabitEthernet4/0/7|GigabitEthernet4/0/7@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:87|SwitchPort|1|2|1|1899-12-31|2199-12-31
464|690469|10.32.202.30|678686_10.34.215.21|11608|GigabitEthernet4/0/8|GigabitEthernet4/0/8@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:88|SwitchPort|1|2|1|1899-12-31|2199-12-31
465|690470|10.32.202.30|678686_10.34.215.21|11609|GigabitEthernet4/0/9|GigabitEthernet4/0/9@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:89|SwitchPort|1|2|1|1899-12-31|2199-12-31
466|690471|10.32.202.30|678686_10.34.215.21|11610|GigabitEthernet4/0/10|GigabitEthernet4/0/10@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:8a|SwitchPort|1|2|1|1899-12-31|2199-12-31
467|690472|10.32.202.30|678686_10.34.215.21|11611|GigabitEthernet4/0/11|GigabitEthernet4/0/11@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:8b|SwitchPort|1|2|1|1899-12-31|2199-12-31
468|690473|10.32.202.30|678686_10.34.215.21|11612|GigabitEthernet4/0/12|GigabitEthernet4/0/12@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:8c|SwitchPort|1|2|1|1899-12-31|2199-12-31
469|690474|10.32.202.30|678686_10.34.215.21|11613|GigabitEthernet4/0/13|GigabitEthernet4/0/13@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:8d|SwitchPort|1|2|1|1899-12-31|2199-12-31
470|690475|10.32.202.30|678686_10.34.215.21|11614|GigabitEthernet4/0/14|GigabitEthernet4/0/14@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:8e|SwitchPort|1|2|1|1899-12-31|2199-12-31
471|690476|10.32.202.30|678686_10.34.215.21|11615|GigabitEthernet4/0/15|GigabitEthernet4/0/15@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:8f|SwitchPort|1|2|1|1899-12-31|2199-12-31
472|690477|10.32.202.30|678686_10.34.215.21|11616|GigabitEthernet4/0/16|GigabitEthernet4/0/16@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:90|SwitchPort|1|2|1|1899-12-31|2199-12-31
473|690478|10.32.202.30|678686_10.34.215.21|11617|GigabitEthernet4/0/17|GigabitEthernet4/0/17@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:91|SwitchPort|1|2|1|1899-12-31|2199-12-31
474|690479|10.32.202.30|678686_10.34.215.21|11618|GigabitEthernet4/0/18|GigabitEthernet4/0/18@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:92|SwitchPort|1|2|1|1899-12-31|2199-12-31
475|690480|10.32.202.30|678686_10.34.215.21|11619|GigabitEthernet4/0/19|GigabitEthernet4/0/19@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:93|SwitchPort|1|2|1|1899-12-31|2199-12-31
476|690481|10.32.202.30|678686_10.34.215.21|11620|GigabitEthernet4/0/20|GigabitEthernet4/0/20@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:94|SwitchPort|1|2|1|1899-12-31|2199-12-31
477|690482|10.32.202.30|678686_10.34.215.21|11621|GigabitEthernet4/0/21|GigabitEthernet4/0/21@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:95|SwitchPort|1|2|1|1899-12-31|2199-12-31
478|690483|10.32.202.30|678686_10.34.215.21|11622|GigabitEthernet4/0/22|GigabitEthernet4/0/22@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:96|SwitchPort|1|2|1|1899-12-31|2199-12-31
479|690484|10.32.202.30|678686_10.34.215.21|11623|GigabitEthernet4/0/23|GigabitEthernet4/0/23@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:97|SwitchPort|1|2|1|1899-12-31|2199-12-31
480|690485|10.32.202.30|678686_10.34.215.21|11624|GigabitEthernet4/0/24|GigabitEthernet4/0/24@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:98|SwitchPort|1|2|1|1899-12-31|2199-12-31
481|690486|10.32.202.30|678686_10.34.215.21|11625|GigabitEthernet4/0/25|GigabitEthernet4/0/25@sjc22-21a-access1|Rajiv Arora cube|1000000000|6|3c:ce:73:0a:c0:99|SwitchPort|1|1|1|1899-12-31|2199-12-31
482|690487|10.32.202.30|678686_10.34.215.21|11626|GigabitEthernet4/0/26|GigabitEthernet4/0/26@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:9a|SwitchPort|1|2|1|1899-12-31|2199-12-31
483|690488|10.32.202.30|678686_10.34.215.21|11627|GigabitEthernet4/0/27|GigabitEthernet4/0/27@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:9b|SwitchPort|1|2|1|1899-12-31|2199-12-31
484|690489|10.32.202.30|678686_10.34.215.21|11628|GigabitEthernet4/0/28|GigabitEthernet4/0/28@sjc22-21a-access1|Mukarram port|1000000000|6|3c:ce:73:0a:c0:9c|SwitchPort|1|1|1|1899-12-31|2199-12-31
485|690490|10.32.202.30|678686_10.34.215.21|11629|GigabitEthernet4/0/29|GigabitEthernet4/0/29@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:9d|SwitchPort|1|2|1|1899-12-31|2199-12-31
486|690491|10.32.202.30|678686_10.34.215.21|11631|GigabitEthernet4/0/31|GigabitEthernet4/0/31@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:9f|SwitchPort|1|2|1|1899-12-31|2199-12-31
487|690492|10.32.202.30|678686_10.34.215.21|11632|GigabitEthernet4/0/32|GigabitEthernet4/0/32@sjc22-21a-access1|Unknown|1000000000|6|3c:ce:73:0a:c0:a0|SwitchPort|1|1|1|1899-12-31|2199-12-31
488|690493|10.32.202.30|678686_10.34.215.21|11633|GigabitEthernet4/0/33|GigabitEthernet4/0/33@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:a1|SwitchPort|1|2|1|1899-12-31|2199-12-31
489|690494|10.32.202.30|678686_10.34.215.21|11634|GigabitEthernet4/0/34|GigabitEthernet4/0/34@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:a2|SwitchPort|1|2|1|1899-12-31|2199-12-31
490|690495|10.32.202.30|678686_10.34.215.21|11635|GigabitEthernet4/0/35|GigabitEthernet4/0/35@sjc22-21a-access1|Unknown|1000000000|6|3c:ce:73:0a:c0:a3|SwitchPort|1|1|1|1899-12-31|2199-12-31
491|690496|10.32.202.30|678686_10.34.215.21|11636|GigabitEthernet4/0/36|GigabitEthernet4/0/36@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:a4|SwitchPort|1|2|1|1899-12-31|2199-12-31
492|690497|10.32.202.30|678686_10.34.215.21|11637|GigabitEthernet4/0/37|GigabitEthernet4/0/37@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:a5|SwitchPort|1|2|1|1899-12-31|2199-12-31
494|690499|10.32.202.30|678686_10.34.215.21|11639|GigabitEthernet4/0/39|GigabitEthernet4/0/39@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:a7|SwitchPort|1|2|1|1899-12-31|2199-12-31
495|690500|10.32.202.30|678686_10.34.215.21|11641|GigabitEthernet4/0/41|GigabitEthernet4/0/41@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:a9|SwitchPort|1|2|1|1899-12-31|2199-12-31
496|690501|10.32.202.30|678686_10.34.215.21|11642|GigabitEthernet4/0/42|GigabitEthernet4/0/42@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:aa|SwitchPort|1|2|1|1899-12-31|2199-12-31
497|690502|10.32.202.30|678686_10.34.215.21|11643|GigabitEthernet4/0/43|GigabitEthernet4/0/43@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:ab|SwitchPort|1|2|1|1899-12-31|2199-12-31
498|690503|10.32.202.30|678686_10.34.215.21|11644|GigabitEthernet4/0/44|GigabitEthernet4/0/44@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:ac|SwitchPort|1|2|1|1899-12-31|2199-12-31
499|690504|10.32.202.30|678686_10.34.215.21|11645|GigabitEthernet4/0/45|GigabitEthernet4/0/45@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:ad|SwitchPort|1|2|1|1899-12-31|2199-12-31
500|690505|10.32.202.30|678686_10.34.215.21|11646|GigabitEthernet4/0/46|GigabitEthernet4/0/46@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:ae|SwitchPort|1|2|1|1899-12-31|2199-12-31
501|690506|10.32.202.30|678686_10.34.215.21|11647|GigabitEthernet4/0/47|GigabitEthernet4/0/47@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:af|SwitchPort|1|2|1|1899-12-31|2199-12-31
502|690507|10.32.202.30|678686_10.34.215.21|11648|GigabitEthernet4/0/48|GigabitEthernet4/0/48@sjc22-21a-access1|Unknown|10000000|6|3c:ce:73:0a:c0:b0|SwitchPort|1|2|1|1899-12-31|2199-12-31
503|690508|10.32.202.30|678686_10.34.215.21|10101|GigabitEthernet1/0/1|GigabitEthernet1/0/1@sjc22-21a-access1|Wireless AP only|10000000|6|2c:36:f8:1a:0d:01|SwitchPort|1|2|1|1899-12-31|2199-12-31
504|690509|10.32.202.30|678686_10.34.215.21|10102|GigabitEthernet1/0/2|GigabitEthernet1/0/2@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:02|SwitchPort|1|2|1|1899-12-31|2199-12-31
505|690510|10.32.202.30|678686_10.34.215.21|10103|GigabitEthernet1/0/3|GigabitEthernet1/0/3@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:03|SwitchPort|1|2|1|1899-12-31|2199-12-31
506|690511|10.32.202.30|678686_10.34.215.21|10104|GigabitEthernet1/0/4|GigabitEthernet1/0/4@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:04|SwitchPort|1|2|1|1899-12-31|2199-12-31
507|690512|10.32.202.30|678686_10.34.215.21|10105|GigabitEthernet1/0/5|GigabitEthernet1/0/5@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:05|SwitchPort|1|2|1|1899-12-31|2199-12-31
508|690513|10.32.202.30|678686_10.34.215.21|10106|GigabitEthernet1/0/6|GigabitEthernet1/0/6@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:06|SwitchPort|1|2|1|1899-12-31|2199-12-31
509|690514|10.32.202.30|678686_10.34.215.21|10107|GigabitEthernet1/0/7|GigabitEthernet1/0/7@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:07|SwitchPort|1|2|1|1899-12-31|2199-12-31
510|690515|10.32.202.30|678686_10.34.215.21|10108|GigabitEthernet1/0/8|GigabitEthernet1/0/8@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:08|SwitchPort|1|2|1|1899-12-31|2199-12-31
511|690516|10.32.202.30|678686_10.34.215.21|10109|GigabitEthernet1/0/9|GigabitEthernet1/0/9@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:09|SwitchPort|1|1|1|1899-12-31|2199-12-31
512|690517|10.32.202.30|678686_10.34.215.21|10110|GigabitEthernet1/0/10|GigabitEthernet1/0/10@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:0a|SwitchPort|1|2|1|1899-12-31|2199-12-31
513|690518|10.32.202.30|678686_10.34.215.21|10111|GigabitEthernet1/0/11|GigabitEthernet1/0/11@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:0b|SwitchPort|1|2|1|1899-12-31|2199-12-31
514|690519|10.32.202.30|678686_10.34.215.21|10112|GigabitEthernet1/0/12|GigabitEthernet1/0/12@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:0c|SwitchPort|1|2|1|1899-12-31|2199-12-31
515|690520|10.32.202.30|678686_10.34.215.21|10114|GigabitEthernet1/0/14|GigabitEthernet1/0/14@sjc22-21a-access1|Wireless AP only|10000000|6|2c:36:f8:1a:0d:0e|SwitchPort|1|2|1|1899-12-31|2199-12-31
516|690521|10.32.202.30|678686_10.34.215.21|10116|GigabitEthernet1/0/16|GigabitEthernet1/0/16@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:10|SwitchPort|1|1|1|1899-12-31|2199-12-31
517|690522|10.32.202.30|678686_10.34.215.21|10117|GigabitEthernet1/0/17|GigabitEthernet1/0/17@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:11|SwitchPort|1|1|1|1899-12-31|2199-12-31
518|690523|10.32.202.30|678686_10.34.215.21|10118|GigabitEthernet1/0/18|GigabitEthernet1/0/18@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:1a:0d:12|SwitchPort|1|1|1|1899-12-31|2199-12-31
519|690524|10.32.202.30|678686_10.34.215.21|10119|GigabitEthernet1/0/19|GigabitEthernet1/0/19@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:13|SwitchPort|2|2|1|1899-12-31|2199-12-31
520|690525|10.32.202.30|678686_10.34.215.21|10120|GigabitEthernet1/0/20|GigabitEthernet1/0/20@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:14|SwitchPort|2|2|1|1899-12-31|2199-12-31
521|690526|10.32.202.30|678686_10.34.215.21|10121|GigabitEthernet1/0/21|GigabitEthernet1/0/21@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:15|SwitchPort|2|2|1|1899-12-31|2199-12-31
522|690527|10.32.202.30|678686_10.34.215.21|10122|GigabitEthernet1/0/22|GigabitEthernet1/0/22@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:16|SwitchPort|2|2|1|1899-12-31|2199-12-31
523|690528|10.32.202.30|678686_10.34.215.21|10123|GigabitEthernet1/0/23|GigabitEthernet1/0/23@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:17|SwitchPort|2|2|1|1899-12-31|2199-12-31
524|690529|10.32.202.30|678686_10.34.215.21|10124|GigabitEthernet1/0/24|GigabitEthernet1/0/24@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:18|SwitchPort|2|2|1|1899-12-31|2199-12-31
525|690530|10.32.202.30|678686_10.34.215.21|10125|GigabitEthernet1/0/25|GigabitEthernet1/0/25@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:19|SwitchPort|2|2|1|1899-12-31|2199-12-31
526|690531|10.32.202.30|678686_10.34.215.21|10126|GigabitEthernet1/0/26|GigabitEthernet1/0/26@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:1a|SwitchPort|2|2|1|1899-12-31|2199-12-31
527|690532|10.32.202.30|678686_10.34.215.21|10127|GigabitEthernet1/0/27|GigabitEthernet1/0/27@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:1b|SwitchPort|2|2|1|1899-12-31|2199-12-31
528|690533|10.32.202.30|678686_10.34.215.21|10128|GigabitEthernet1/0/28|GigabitEthernet1/0/28@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:1c|SwitchPort|2|2|1|1899-12-31|2199-12-31
529|690534|10.32.202.30|678686_10.34.215.21|10129|GigabitEthernet1/0/29|GigabitEthernet1/0/29@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:1d|SwitchPort|2|2|1|1899-12-31|2199-12-31
530|690535|10.32.202.30|678686_10.34.215.21|10130|GigabitEthernet1/0/30|GigabitEthernet1/0/30@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:1e|SwitchPort|2|2|1|1899-12-31|2199-12-31
531|690536|10.32.202.30|678686_10.34.215.21|10149|GigabitEthernet1/0/49|GigabitEthernet1/0/49@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:31|SwitchPort|1|2|1|1899-12-31|2199-12-31
532|690537|10.32.202.30|678686_10.34.215.21|10150|GigabitEthernet1/0/50|GigabitEthernet1/0/50@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:32|SwitchPort|1|2|1|1899-12-31|2199-12-31
533|690538|10.32.202.30|678686_10.34.215.21|10151|GigabitEthernet1/0/51|GigabitEthernet1/0/51@sjc22-21a-access1|Unknown|10000000|6|2c:36:f8:1a:0d:33|SwitchPort|1|2|1|1899-12-31|2199-12-31
534|690539|10.32.202.30|678686_10.34.215.21|10152|GigabitEthernet1/0/52|GigabitEthernet1/0/52@sjc22-21a-access1|to sjc22-00a-master-sw1|1000000000|6|2c:36:f8:1a:0d:34|SwitchPort|1|1|1|1899-12-31|2199-12-31
535|690540|10.32.202.30|678686_10.34.215.21|10602|GigabitEthernet2/0/2|GigabitEthernet2/0/2@sjc22-21a-access1|Wireless AP only|1000000000|6|2c:36:f8:15:85:82|SwitchPort|1|1|1|1899-12-31|2199-12-31
